,,,2020,2030,2040,2050
CH4 [GtonCO2_eq],Central Europe,SSP2,0.24503828780097578,0.36693089093445475,0.4858366174758737,0.5090391166754384
CH4 [GtonCO2_eq],Central Europe,SSP3,0.25213380055715906,0.3401452620623269,0.43934879651194697,0.5056774953002202
CH4 [GtonCO2_eq],Central Europe,SSP4,0.25163414279576257,0.341777009907248,0.4543025001680222,0.5470471050855994
CH4 [GtonCO2_eq],Central Europe,SSP5,0.23832874981260702,0.39924538952555166,0.48291490856681757,0.4777378427285668
CH4 [GtonCO2_eq],Central Latin America,SSP1,0.2257553942565471,0.38749282156240017,0.5835384167823703,0.821023739211828
CH4 [GtonCO2_eq],Central Latin America,SSP2,0.23288792220225563,0.3638458845753116,0.5092283626861117,0.713386058320899
CH4 [GtonCO2_eq],Central Latin America,SSP3,0.2413707229809738,0.32871899555050244,0.44327164597481666,0.5807811843226274
CH4 [GtonCO2_eq],Central Latin America,SSP4,0.24088009446769956,0.32788899967839025,0.4593498301348213,0.6380571586587427
CH4 [GtonCO2_eq],Central Latin America,SSP5,0.22475869896994408,0.38581557794281823,0.6813471934546834,0.8029479007626044
CH4 [GtonCO2_eq],East Asia,SSP1,0.17267208289753105,0.33643188156842785,0.4433833604695931,0.6017557476027195
CH4 [GtonCO2_eq],East Asia,SSP2,0.17489704257832348,0.31276753114468686,0.44266096033626223,0.552937807463032
CH4 [GtonCO2_eq],East Asia,SSP3,0.1807982942549012,0.2599423891412395,0.37813904021631145,0.4864053601308083
CH4 [GtonCO2_eq],East Asia,SSP4,0.18057444346735113,0.26289476465766987,0.40124857794926955,0.5492328921619968
CH4 [GtonCO2_eq],East Asia,SSP5,0.17266992117673602,0.3429203347071002,0.49007102235507843,0.6058526234518044
CH4 [GtonCO2_eq],North Africa and Middle East,SSP1,0.17071955716129178,0.27496884907224417,0.3633837286215598,0.40706064425100474
CH4 [GtonCO2_eq],North Africa and Middle East,SSP2,0.1753239014269767,0.2601400667208632,0.34936335743536173,0.4237392636251071
CH4 [GtonCO2_eq],North Africa and Middle East,SSP3,0.18180115426818463,0.2371374781567062,0.3069442963604766,0.3763435603512637
CH4 [GtonCO2_eq],North Africa and Middle East,SSP4,0.18177306928879006,0.2355318443159861,0.31670312514254906,0.41228797341003154
CH4 [GtonCO2_eq],North Africa and Middle East,SSP5,0.1694742648039274,0.28397543945180714,0.39255555669651665,0.4045291879498204
N2O [GtonCO2_eq],Central Europe,SSP1,0.12374913614666386,0.20385722798880976,0.2406329997596724,0.26241227266578454
N2O [GtonCO2_eq],Central Europe,SSP2,0.1268024639239351,0.19094972698049192,0.2555029482123139,0.2715369441194335
N2O [GtonCO2_eq],Central Europe,SSP3,0.1304742513346338,0.1770105666467718,0.23105486240529194,0.2697437530549152
N2O [GtonCO2_eq],Central Europe,SSP4,0.1302156883327767,0.17785972329503058,0.23891906043686237,0.29181156091592064
N2O [GtonCO2_eq],Central Europe,SSP5,0.12333041081602808,0.2077660944107812,0.2539664126502971,0.2548398927610134
N2O [GtonCO2_eq],Central Latin America,SSP1,0.11601127326964489,0.19866159934611255,0.2980392533759403,0.4175775628805132
N2O [GtonCO2_eq],Central Latin America,SSP2,0.11967653961394234,0.18653817909139117,0.2600857743860126,0.3628323974073692
N2O [GtonCO2_eq],Central Latin America,SSP3,0.12403568470755787,0.1685291643035034,0.2263987196207978,0.29538876884260107
N2O [GtonCO2_eq],Central Latin America,SSP4,0.1237835603288041,0.16810363820797622,0.2346105697147629,0.3245196704628576
N2O [GtonCO2_eq],Central Latin America,SSP5,0.1154990910928187,0.19780170238436895,0.3479945843955429,0.40838408380536206
N2O [GtonCO2_eq],East Asia,SSP1,0.08917176382066669,0.1742546931016252,0.23077083010156724,0.314922678308184
N2O [GtonCO2_eq],East Asia,SSP2,0.09032078325586747,0.16199775686445567,0.23039483746562925,0.28937431168348743
N2O [GtonCO2_eq],East Asia,SSP3,0.09336832291554485,0.13463700596017059,0.19681266367802974,0.2545552400057768
N2O [GtonCO2_eq],East Asia,SSP4,0.09325272131264818,0.136166187104174,0.20884064596461596,0.28743538238508903
N2O [GtonCO2_eq],East Asia,SSP5,0.0891706474592207,0.1776153835484158,0.25507068311679476,0.3170667361260436
N2O [GtonCO2_eq],North Africa and Middle East,SSP1,0.08861123270299602,0.14398348183110946,0.19325756414151443,0.2206782580808083
N2O [GtonCO2_eq],North Africa and Middle East,SSP2,0.09100109727360986,0.13621860329497915,0.18580114116385116,0.2297201753544363
N2O [GtonCO2_eq],North Africa and Middle East,SSP3,0.09436308677458616,0.12417362873234213,0.16324150579549318,0.20402572076469097
N2O [GtonCO2_eq],North Africa and Middle East,SSP4,0.09434850938997993,0.12333286167195509,0.1684315221081396,0.2235121304030781
N2O [GtonCO2_eq],North Africa and Middle East,SSP5,0.08796486920079179,0.14869965330526091,0.2087719529026812,0.2193058891848158
